move_name,filename,move_duration_frames,package,category,is_neutral,is_mirror,move_soma_uniform_path,move_soma_uniform_shape_path,move_soma_proportional_path,move_soma_proportional_shape_path,move_g1_path,take_name,take_actor,take_org_name,take_date,take_day_part,content_name,content_natural_desc_1,content_natural_desc_2,content_natural_desc_3,content_natural_desc_4,content_technical_description,content_short_description,content_short_description_2,content_all_rigplay_styles,content_uniform_style,content_type_of_movement,content_body_position,content_horizontal_move,content_vertical_move,content_props,content_complex_action,content_repeated_action,actor_uid,actor_height,actor_height_cm,actor_foot_cm,actor_collarbone_height_cm,actor_collarbone_span_cm,actor_elbow_span_cm,actor_wrist_span_cm,actor_shoulder_span_cm,actor_hips_height_cm,actor_hips_bones_span_cm,actor_knee_height_cm,actor_ankle_height_cm,actor_weight_kg,actor_age_yr,actor_gender,actor_profession
crouch_operating_cupboard_low_out_R_002__A285,crouch_operating_cupboard_low_out_R_002__A285,1141,Everyday,Household,1.0,False,soma_uniform/bvh/230317/crouch_operating_cupboard_low_out_R_002__A285.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/crouch_operating_cupboard_low_out_R_002__A285.bvh,soma_shapes/soma_proportion_fit_mhr_params/A285.npz,g1/csv/230317/crouch_operating_cupboard_low_out_R_002__A285.csv,crouch_operating_cupboard_low_out_R_002,A285,crouch_operating_cupboard_low_out_R_002,230317,_1,crouch_operating_cupboard_low_out_R,individual crouching while retrieving something from a low cabinet,"crouch to take out an object at a low position with a height of about 45cm, using the right hand","person crouches and reaches into a low cupboard, pulling out an object with their right hand","The person crouches, opens the cupboard with their right hand, grabs an item with their left, and then closes it.","crouch, take object out at low height, object at ca 45cm, right handed",putting something out of the low cupboard while crouching,crouch operating cupboard low out,neutral,neutral,action,crouching,0,0,low cupboard; small item,0,0,A285,M,181,29,152,35,99,145,188,103,29,58,10,73,25,M,actor
operating_blender_R_003__A296,operating_blender_R_003__A296,1572,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_blender_R_003__A296.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_blender_R_003__A296.bvh,soma_shapes/soma_proportion_fit_mhr_params/A296.npz,g1/csv/230322/operating_blender_R_003__A296.csv,operating_blender_R_003,A296,operating_blender_R_003,230322,_2,operating_blender_R,operating a blender on a 67 cm table,operating a blender on a table with the right hand,person uses a blender on a table about 67 cm high,A person operates a blender. With the left hand holding it while the right hand switches it on and off before lowering both arms to the sides.,"using a blender, right handed, table at ca 67 cm",operating a blender,operating blender,neutral,neutral,action,standing,0,0,blender; table,0,0,A296,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
operating_microwave_R_001__A290,operating_microwave_R_001__A290,918,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_microwave_R_001__A290.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_microwave_R_001__A290.bvh,soma_shapes/soma_proportion_fit_mhr_params/A290.npz,g1/csv/230320/operating_microwave_R_001__A290.csv,operating_microwave_R_001,A290,operating_microwave_R_001,230320,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,The person standing upright is operating a microwave.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A290,M,171,27,141,32,93,134,170,99,27,50,9,68,25,M,actor
making_friedeggs_R_002__A297,making_friedeggs_R_002__A297,1417,Everyday,Household,1.0,False,soma_uniform/bvh/230322/making_friedeggs_R_002__A297.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/making_friedeggs_R_002__A297.bvh,soma_shapes/soma_proportion_fit_mhr_params/A297.npz,g1/csv/230322/making_friedeggs_R_002__A297.csv,making_friedeggs_R_002,A297,making_friedeggs_R_002,230322,_2,making_friedeggs_R,person is cooking fried eggs using their right hand with the pan on a table around 67 cm high,a chef making fried eggs with their right hand at a table approximately 67 cm high,person is right-handed and cooking fried eggs on a pan that is approximately 67 cm high,"A person extends the right arm forward, picks up an egg, breaks it, fries it, and then lowers the arms by their side.","making fried eggs on a pan, right handed, table at ca 67 cm",making fried eggs,making friedeggs,neutral,neutral,action,standing,0,0,frying pan; table (scaffolding),0,0,A297,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_fridge_low_in_R_102__A286,operating_fridge_low_in_R_102__A286,1209,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_low_in_R_102__A286.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_low_in_R_102__A286.bvh,soma_shapes/soma_proportion_fit_mhr_params/A286.npz,g1/csv/230317/operating_fridge_low_in_R_102__A286.csv,operating_fridge_low_in_R_102,A286,operating_fridge_low_in_R_102,230317,_1,operating_fridge_low_in_R,character places an item on the lower shelf of the refrigerator and closes the door,place an item on the lower shelf of the fridge,person puts something on the low shelf of a fridge,"A person opens a fridge, places an item on the lower shelf, then closes it and stands upright.","open fridge, put item inside, close fridge, object at ca 45cm, right handed",putting something into the fridge on the low shelf,operating fridge low in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A286,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
crouch_operating_cupboard_mid_out_R_202__A288,crouch_operating_cupboard_mid_out_R_002__A288,716,Everyday,Household,1.0,False,soma_uniform/bvh/230320/crouch_operating_cupboard_mid_out_R_002__A288.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/crouch_operating_cupboard_mid_out_R_002__A288.bvh,soma_shapes/soma_proportion_fit_mhr_params/A288.npz,g1/csv/230320/crouch_operating_cupboard_mid_out_R_002__A288.csv,crouch_operating_cupboard_mid_out_R_202,A288,crouch_operating_cupboard_mid_out_R_002,230320,_1,crouch_operating_cupboard_mid_out_R,removing an object from a medium height cupboard while being in a crouch,character crouches down to take something out from a medium heights cupboard,"crouched down, remove a medium sized object out of a cupboard with the right hand","The stealthy person, while crouching, opens a medium-height cupboard and picks out objects using both hands.","crouch, take object out at mid height, object at ca 87, 5cm, right handed",putting something out of the medium cupboard while crouching,crouch operating cupboard mid out,neutral,neutral,action,crouching,0,0,middle cupboard; small item,0,0,A288,M,168,28,138,31,91,133,174,96,25,52,9,61,27,F,actor
operating_microwave_R_004__A299,operating_microwave_R_004__A299,777,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_microwave_R_004__A299.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_microwave_R_004__A299.bvh,soma_shapes/soma_proportion_fit_mhr_params/A299.npz,g1/csv/230322/operating_microwave_R_004__A299.csv,operating_microwave_R_004,A299,operating_microwave_R_004,230322,_1,operating_microwave_R,"use the left hand to open a microwave, place an object with the right hand, then close and activate the appliance",right-handed person operates a microwave in a straightforward method,right-handed person operates a microwave,The person operates the microwave using both hands while facing forward.,"object at 87, 5cm, open microwave left hand, put item right hand, close microwave left hand, start microwave right hand, right handed",operating a microwave,operating microwave,neutral,neutral,action,standing,0,0,microwave,0,0,A299,M,171,25,142,30,92,135,171,100,26,53,8,61,25,F,actor
heavy_item_cupboard_high_in_R_001__A282,heavy_item_cupboard_high_in_R_001__A282,1317,Everyday,Household,1.0,False,soma_uniform/bvh/230317/heavy_item_cupboard_high_in_R_001__A282.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/heavy_item_cupboard_high_in_R_001__A282.bvh,soma_shapes/soma_proportion_fit_mhr_params/A282.npz,g1/csv/230317/heavy_item_cupboard_high_in_R_001__A282.csv,heavy_item_cupboard_high_in_R_001,A282,heavy_item_cupboard_high_in_R_001,230317,_1,heavy_item_cupboard_high_in_R,individual removes heavy items from high cupboard using their right hand,person pulls out heavy items from high cabinet,a heavy item is grappled with while trying to store it in high cabinet,"A person holding a heavy object in their left hand, puts the object inside a high cabinet with both hands and stands still.","putting a heavy item in a high placed cupboard, object at ca 160cm, right handed",pull out heavy items from high cabinet,heavy item cupboard high in,neutral,neutral,action,standing,0,0,high cupboard; heavy object,0,0,A282,M,173,25,144,31,91,130,168,99,33,51,10,73,25,F,actor
crouch_operating_cupboard_mid_in_R_005__A297,crouch_operating_cupboard_mid_in_R_005__A297,642,Everyday,Household,1.0,False,soma_uniform/bvh/230322/crouch_operating_cupboard_mid_in_R_005__A297.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/crouch_operating_cupboard_mid_in_R_005__A297.bvh,soma_shapes/soma_proportion_fit_mhr_params/A297.npz,g1/csv/230322/crouch_operating_cupboard_mid_in_R_005__A297.csv,crouch_operating_cupboard_mid_in_R_005,A297,crouch_operating_cupboard_mid_in_R_005,230322,_1,crouch_operating_cupboard_mid_in_R,crouching down to put something in a medium-height cupboard,"crouching down to put something into a medium height, approximately 875 cm high, cupboard",a crouching character places an object at around 875 cm height,A person is putting something into the medium-height cupboard while crouching.,"crouch, put object in at mid height, object at ca 87, 5cm, right handed",putting something into the medium cupboard while crouching,crouch operating cupboard mid in,neutral,neutral,action,crouching,0,0,middle cupboard; small item,0,0,A297,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
peeling_vegetables_R_004__A285,peeling_vegetables_R_004__A285,697,Everyday,Household,1.0,False,soma_uniform/bvh/230317/peeling_vegetables_R_004__A285.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/peeling_vegetables_R_004__A285.bvh,soma_shapes/soma_proportion_fit_mhr_params/A285.npz,g1/csv/230317/peeling_vegetables_R_004__A285.csv,peeling_vegetables_R_004,A285,peeling_vegetables_R_004,230317,_2,peeling_vegetables_R,peel vegetables on a table that is approximately 67 cm high,a right handed character peels vegetables at a table approximately 67 cm high,methodically peel vegetables using a knife held in the right hand,A person standing upright starts peeling the vegetables by raising their hand in front and then stops by lowering their arm to the sides.,"peeling vegetables with a knife, 5 moves, right handed, table at ca 67 cm",peeling vegetables,peeling vegetables,neutral,neutral,action,standing,0,0,0,0,0,A285,M,181,29,152,35,99,145,188,103,29,58,10,73,25,M,actor
operating_blender_R_001__A296,operating_blender_R_001__A296,1434,Everyday,Household,1.0,False,soma_uniform/bvh/230322/operating_blender_R_001__A296.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230322/operating_blender_R_001__A296.bvh,soma_shapes/soma_proportion_fit_mhr_params/A296.npz,g1/csv/230322/operating_blender_R_001__A296.csv,operating_blender_R_001,A296,operating_blender_R_001,230322,_2,operating_blender_R,operating a blender on a 67 cm table,operating a blender on a table with the right hand,person uses a blender on a table about 67 cm high,A person operates a blender. With the left hand holding it while the right hand switches it on and off before lowering both arms to the sides.,"using a blender, right handed, table at ca 67 cm",operating a blender,operating blender,neutral,neutral,action,standing,0,0,blender; table,0,0,A296,M,169,28,140,29,95,137,173,95,26,50,8,61,27,F,actor
operating_fridge_low_in_R_001__A291,operating_fridge_low_in_R_001__A291,933,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_fridge_low_in_R_001__A291.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_fridge_low_in_R_001__A291.bvh,soma_shapes/soma_proportion_fit_mhr_params/A291.npz,g1/csv/230320/operating_fridge_low_in_R_001__A291.csv,operating_fridge_low_in_R_001,A291,operating_fridge_low_in_R_001,230320,_1,operating_fridge_low_in_R,character places an item on the lower shelf of the refrigerator and closes the door,place an item on the lower shelf of the fridge,person puts something on the low shelf of a fridge,"A person opens a fridge, places an item on the lower shelf, then closes it and stands upright.","open fridge, put item inside, close fridge, object at ca 45cm, right handed",putting something into the fridge on the low shelf,operating fridge low in,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A291,M,182,27,153,38,92,133,173,103,32,56,10,76,30,M,actor
operating_fridge_high_out_R_003__A286,operating_fridge_high_out_R_003__A286,604,Everyday,Household,1.0,False,soma_uniform/bvh/230317/operating_fridge_high_out_R_003__A286.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230317/operating_fridge_high_out_R_003__A286.bvh,soma_shapes/soma_proportion_fit_mhr_params/A286.npz,g1/csv/230317/operating_fridge_high_out_R_003__A286.csv,operating_fridge_high_out_R_003,A286,operating_fridge_high_out_R_003,230317,_1,operating_fridge_high_out_R,retrieve an item from high shelf in a fridge,take something from high shelf in the fridge and close the door,right-handedly remove an item from high shelf in a fridge and close the door,A person carefully puts something out from the high shelf of a fridge with their left hand while standing facing forward.,"open fridge, take item out, close fridge, object at ca 160cm, right handed",putting something out from the fridge from the high shelf,operating fridge high out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A286,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
operating_fridge_high_out_R_003__A288,operating_fridge_high_out_R_003__A288,1004,Everyday,Household,1.0,False,soma_uniform/bvh/230320/operating_fridge_high_out_R_003__A288.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230320/operating_fridge_high_out_R_003__A288.bvh,soma_shapes/soma_proportion_fit_mhr_params/A288.npz,g1/csv/230320/operating_fridge_high_out_R_003__A288.csv,operating_fridge_high_out_R_003,A288,operating_fridge_high_out_R_003,230320,_1,operating_fridge_high_out_R,retrieve an item from high shelf in a fridge,take something from high shelf in the fridge and close the door,right-handedly remove an item from high shelf in a fridge and close the door,"The person opens the fridge using a hand then pulls something out of it with the other hand, then closes it and lowers their right hand while facing forward.","open fridge, take item out, close fridge, object at ca 160cm, right handed",putting something out from the fridge from the high shelf,operating fridge high out,neutral,neutral,action,standing,0,0,fridge; small light object,0,0,A288,M,168,28,138,31,91,133,174,96,25,52,9,61,27,F,actor
